sensorReadingTime,serialNumber,distanceFromObject
1655564446980,d3d5e003-391c-40b3-9097-1e5058f0e59d,227
1655564364854,d3d5e003-391c-40b3-9097-1e5058f0e59d,274
1655564361121,d3d5e003-391c-40b3-9097-1e5058f0e59d,209
1655564357388,d3d5e003-391c-40b3-9097-1e5058f0e59d,243
1655564493635,03985080-b275-4350-b709-bb583cb62f94,264
1655564459535,03985080-b275-4350-b709-bb583cb62f94,288
1655564434735,03985080-b275-4350-b709-bb583cb62f94,203
1655564428535,03985080-b275-4350-b709-bb583cb62f94,266
1655564485327,b97cfdd3-368d-42e2-b66f-72b77bf34e72,236
1655564470997,b97cfdd3-368d-42e2-b66f-72b77bf34e72,247
1655564483765,5e852699-39b0-4e4b-b1b1-0a5acd71f28f,237
1655564480599,5e852699-39b0-4e4b-b1b1-0a5acd71f28f,269
1655564439441,5e852699-39b0-4e4b-b1b1-0a5acd71f28f,219
1655564199946,017e5fc9-c0f7-4ebf-a1d3-4cab3b3f724b,262
1655564192080,017e5fc9-c0f7-4ebf-a1d3-4cab3b3f724b,292
1655564188147,017e5fc9-c0f7-4ebf-a1d3-4cab3b3f724b,282
1655564172415,017e5fc9-c0f7-4ebf-a1d3-4cab3b3f724b,243
1655564121286,017e5fc9-c0f7-4ebf-a1d3-4cab3b3f724b,290
1655564117353,017e5fc9-c0f7-4ebf-a1d3-4cab3b3f724b,241
1655564497694,55042c8f-b0c4-4f85-99ed-0d338c823efe,243
1655564480894,55042c8f-b0c4-4f85-99ed-0d338c823efe,298
1655564472494,55042c8f-b0c4-4f85-99ed-0d338c823efe,245
1655564447294,55042c8f-b0c4-4f85-99ed-0d338c823efe,269
1655564444494,55042c8f-b0c4-4f85-99ed-0d338c823efe,283
1655564438894,55042c8f-b0c4-4f85-99ed-0d338c823efe,265
1655564402140,575794bb-7968-43e5-9e0a-ae914631be34,216
1655564389310,575794bb-7968-43e5-9e0a-ae914631be34,300
1655564384178,575794bb-7968-43e5-9e0a-ae914631be34,202
1655564469584,7a3e54d5-7d21-4ece-971e-bac22389ce60,281
1655564413056,7a3e54d5-7d21-4ece-971e-bac22389ce60,244
1655564511102,5f863094-9bbb-41d1-9a63-55e5c3b56242,286
1655564464744,5f863094-9bbb-41d1-9a63-55e5c3b56242,201
1655564461178,5f863094-9bbb-41d1-9a63-55e5c3b56242,208
1655564432650,5f863094-9bbb-41d1-9a63-55e5c3b56242,273
1655564425518,5f863094-9bbb-41d1-9a63-55e5c3b56242,276
1655564418386,5f863094-9bbb-41d1-9a63-55e5c3b56242,246
1655564494993,735da300-112d-40f1-ae3d-fc53e49c67ee,258
1655564477993,735da300-112d-40f1-ae3d-fc53e49c67ee,280
1655564471193,735da300-112d-40f1-ae3d-fc53e49c67ee,291
1655564464393,735da300-112d-40f1-ae3d-fc53e49c67ee,247
1655564457593,735da300-112d-40f1-ae3d-fc53e49c67ee,272
1655564450793,735da300-112d-40f1-ae3d-fc53e49c67ee,285
1655564426993,735da300-112d-40f1-ae3d-fc53e49c67ee,244
1655564450352,c57c4d6e-3b2e-4315-9596-ae1ecaf8c729,234
1655564448219,c57c4d6e-3b2e-4315-9596-ae1ecaf8c729,236
1655564439687,c57c4d6e-3b2e-4315-9596-ae1ecaf8c729,228
1655564484428,9b02b97a-8781-4cf9-91e1-51c4a91add3e,297
1655564468097,9b02b97a-8781-4cf9-91e1-51c4a91add3e,282
1655564423770,9b02b97a-8781-4cf9-91e1-51c4a91add3e,292
1655564419104,9b02b97a-8781-4cf9-91e1-51c4a91add3e,296
1655564488108,6a146a67-0bb3-4290-b62c-029c501e66e3,242
1655564464077,6a146a67-0bb3-4290-b62c-029c501e66e3,215
1655564426314,6a146a67-0bb3-4290-b62c-029c501e66e3,279
1655564422881,6a146a67-0bb3-4290-b62c-029c501e66e3,265
1655564409149,6a146a67-0bb3-4290-b62c-029c501e66e3,219
1655564405716,6a146a67-0bb3-4290-b62c-029c501e66e3,245
1655564467953,7fe111a1-d7c3-4e44-bac1-84eec28b560c,214
1655564459955,7fe111a1-d7c3-4e44-bac1-84eec28b560c,208
1655564451957,7fe111a1-d7c3-4e44-bac1-84eec28b560c,214
1655564446625,7fe111a1-d7c3-4e44-bac1-84eec28b560c,236
1655564443959,7fe111a1-d7c3-4e44-bac1-84eec28b560c,279
1655564441293,7fe111a1-d7c3-4e44-bac1-84eec28b560c,236
1655564414633,7fe111a1-d7c3-4e44-bac1-84eec28b560c,207
1655564142919,cf977dd3-df90-492a-b05d-15fd3898a45b,204
1655564443449,561df6cf-0504-4b77-9d72-0435295a37d5,212
1655564468215,0aa1ce6b-7608-40fc-82d1-12009516c167,273
1655564157966,c84fa49d-11b4-48ab-a3ea-d26f719e0ce8,259
1655564154233,c84fa49d-11b4-48ab-a3ea-d26f719e0ce8,220
1655564116903,c84fa49d-11b4-48ab-a3ea-d26f719e0ce8,208
1655564153308,9e3455ae-3479-4127-8e97-378bae3a0213,283
1655564133712,9e3455ae-3479-4127-8e97-378bae3a0213,238
1655564127180,9e3455ae-3479-4127-8e97-378bae3a0213,299
1655564078190,9e3455ae-3479-4127-8e97-378bae3a0213,202
1655564444618,60a8abc4-d94e-451d-a61a-190533a83789,202
1655564439218,60a8abc4-d94e-451d-a61a-190533a83789,202
1655564042668,babaf21f-5125-40e3-906d-99658eb49925,285
1655564206760,983500aa-f228-41e9-bc22-8fe7445841da,277
1655564138369,983500aa-f228-41e9-bc22-8fe7445841da,219
1655564201233,0f02a172-a0cb-434c-96ff-c51989d6acf2,227
1655564106049,0f02a172-a0cb-434c-96ff-c51989d6acf2,237
1655564102083,0f02a172-a0cb-434c-96ff-c51989d6acf2,228
1655564487437,7dffab5d-8b9b-44c6-89f3-709cb9880c42,249
1655564435849,7dffab5d-8b9b-44c6-89f3-709cb9880c42,217
1655564006026,67437497-252e-47c4-be68-0d4e83ff97c3,257
1655563938604,67437497-252e-47c4-be68-0d4e83ff97c3,230
1655564490188,6fbe9a87-d105-493c-b752-1f6ed4c039b3,295
1655564483456,6fbe9a87-d105-493c-b752-1f6ed4c039b3,300
1655564092638,fbabbb05-3a66-415d-928c-378b831be345,288
1655564459605,cc4d03c0-e024-4c93-addd-3a535ef6bc4d,273
1655564454954,4a6b7da2-f879-4abb-b9b8-524c72d45ce4,271
1655564446755,4a6b7da2-f879-4abb-b9b8-524c72d45ce4,271
1655564427624,4a6b7da2-f879-4abb-b9b8-524c72d45ce4,262
1655564416692,4a6b7da2-f879-4abb-b9b8-524c72d45ce4,247
1655564461477,7166cbd6-85ce-45e8-9a80-c0ee9ae93158,258
1655564136017,ef1a5130-b882-4195-9e8c-e794f06064d3,277
1655564488340,b4d4a353-240b-4eb0-9299-697f1aebe7e9,279
1655564452640,b4d4a353-240b-4eb0-9299-697f1aebe7e9,286
1655564470342,67ce6135-2f06-4129-bde5-f08ed94f94cc,268
1655564467742,67ce6135-2f06-4129-bde5-f08ed94f94cc,265
1655564457342,67ce6135-2f06-4129-bde5-f08ed94f94cc,256
1655564441742,67ce6135-2f06-4129-bde5-f08ed94f94cc,263
1655564433942,67ce6135-2f06-4129-bde5-f08ed94f94cc,261
1655564418342,67ce6135-2f06-4129-bde5-f08ed94f94cc,263
1655563994371,5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4,227
1655563987439,5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4,228
1655563980507,5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4,213
1655563938915,5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4,291
1655563928517,5c1a3532-e54a-4c9d-b9f5-d7c9685b82f4,226
1655564441088,59df349a-4aea-4e6c-9e1a-96872f764a61,275
1655564438288,59df349a-4aea-4e6c-9e1a-96872f764a61,210
1655564480917,be786f74-6cc7-444d-bea1-5b50d2cadc7f,212
1655564470517,be786f74-6cc7-444d-bea1-5b50d2cadc7f,266
1655564449717,be786f74-6cc7-444d-bea1-5b50d2cadc7f,264
1655564423717,be786f74-6cc7-444d-bea1-5b50d2cadc7f,292
1655564491259,55900856-f299-440a-a508-0648b1684bc7,252
1655564486059,55900856-f299-440a-a508-0648b1684bc7,239
1655564473059,55900856-f299-440a-a508-0648b1684bc7,258
1655564465259,55900856-f299-440a-a508-0648b1684bc7,215
1655564439259,55900856-f299-440a-a508-0648b1684bc7,233
1655564451670,984cf228-88fe-4686-a115-bae6c37fa06b,250
1655564438070,984cf228-88fe-4686-a115-bae6c37fa06b,286
1655562645704,33fa3db7-d63e-42fb-8fcb-8a8f5b7a5a4e,204
1655562643171,33fa3db7-d63e-42fb-8fcb-8a8f5b7a5a4e,275
1655564459620,1f5f7a96-9fb6-4439-babc-e16c82a699ed,202
1655564408620,1f5f7a96-9fb6-4439-babc-e16c82a699ed,249
1655564402620,1f5f7a96-9fb6-4439-babc-e16c82a699ed,254
1655564489749,e097951c-b656-4ec5-9459-91ae73409ada,228
1655564481850,e097951c-b656-4ec5-9459-91ae73409ada,293
1655564463419,e097951c-b656-4ec5-9459-91ae73409ada,223
1655564460786,e097951c-b656-4ec5-9459-91ae73409ada,216
1655564450254,e097951c-b656-4ec5-9459-91ae73409ada,289
1655564437089,e097951c-b656-4ec5-9459-91ae73409ada,292
1655564432943,b0d2e844-3d6a-4e1c-9a0f-f53589b4958f,244
1655564430443,b0d2e844-3d6a-4e1c-9a0f-f53589b4958f,299
1655564410443,b0d2e844-3d6a-4e1c-9a0f-f53589b4958f,287
1655564405443,b0d2e844-3d6a-4e1c-9a0f-f53589b4958f,213
1655564400443,b0d2e844-3d6a-4e1c-9a0f-f53589b4958f,219
1655564048559,4b86d152-7bc1-4b19-86c7-51a0012ab28c,298
1655564042827,4b86d152-7bc1-4b19-86c7-51a0012ab28c,265
1655564017033,4b86d152-7bc1-4b19-86c7-51a0012ab28c,221
1655564002703,4b86d152-7bc1-4b19-86c7-51a0012ab28c,257
1655564501907,d7688a91-869a-4830-8a00-05b21288526d,289
1655564451983,d7688a91-869a-4830-8a00-05b21288526d,278
1655564412757,d7688a91-869a-4830-8a00-05b21288526d,248
1655564508226,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,222
1655564493162,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,294
1655564478098,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,267
1655564470566,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,204
1655564466800,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,256
1655564451736,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,246
1655564440438,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,300
1655564414076,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,258
1655564399012,f08ce8b4-ae72-4ef6-98a4-29293b9e2224,213
1655564500821,e49601ba-34b2-476a-9467-f4d2a2b8ca0c,257
1655564464029,e49601ba-34b2-476a-9467-f4d2a2b8ca0c,223
1655564451765,e49601ba-34b2-476a-9467-f4d2a2b8ca0c,283
1655564439501,e49601ba-34b2-476a-9467-f4d2a2b8ca0c,230
1655564411907,e49601ba-34b2-476a-9467-f4d2a2b8ca0c,216
1655564013217,f49380ca-8faa-45b1-bb44-ce6a7e8bc804,253
1655564006751,f49380ca-8faa-45b1-bb44-ce6a7e8bc804,253
1655563997052,f49380ca-8faa-45b1-bb44-ce6a7e8bc804,240
1655563977654,f49380ca-8faa-45b1-bb44-ce6a7e8bc804,296
1655563974421,f49380ca-8faa-45b1-bb44-ce6a7e8bc804,228
1655563964722,f49380ca-8faa-45b1-bb44-ce6a7e8bc804,228
1655563993727,46594674-1a7a-448a-ab61-53d207253395,211
1655563988395,46594674-1a7a-448a-ab61-53d207253395,223
1655563964401,46594674-1a7a-448a-ab61-53d207253395,208
1655564472327,b09c1d83-72b7-4ad2-a04c-55cab9f5e598,232
1655564390427,b09c1d83-72b7-4ad2-a04c-55cab9f5e598,228
1655564473413,ebfd4060-a49e-4fb8-b188-993e1d740414,203
1655564406753,ebfd4060-a49e-4fb8-b188-993e1d740414,247
1655564396754,ebfd4060-a49e-4fb8-b188-993e1d740414,261
1655564502821,9518a4da-1bee-4382-b6af-3875632d09f2,229
1655564485421,9518a4da-1bee-4382-b6af-3875632d09f2,286
1655564439021,9518a4da-1bee-4382-b6af-3875632d09f2,236
1655564456424,16e6fbb1-373b-4db9-b2ae-bd4a42fbe4ac,263
1655564392963,16e6fbb1-373b-4db9-b2ae-bd4a42fbe4ac,214
1655564489592,f1e585da-8741-4ade-a789-c1eae3747bad,231
1655564461596,f1e585da-8741-4ade-a789-c1eae3747bad,232
1655564449931,f1e585da-8741-4ade-a789-c1eae3747bad,237
1655564445265,f1e585da-8741-4ade-a789-c1eae3747bad,211
1655564440599,f1e585da-8741-4ade-a789-c1eae3747bad,226
1655564433600,f1e585da-8741-4ade-a789-c1eae3747bad,263
1655564426601,f1e585da-8741-4ade-a789-c1eae3747bad,275
1655564481177,54bfa5f5-fac8-4547-92c3-89ce9607ce07,245
1655564472777,54bfa5f5-fac8-4547-92c3-89ce9607ce07,248
1655564453877,54bfa5f5-fac8-4547-92c3-89ce9607ce07,261
1655564443377,54bfa5f5-fac8-4547-92c3-89ce9607ce07,265
1655564454359,3a83f10b-677a-4f3d-bba6-f3b69d8ee4e7,238
1655564429159,3a83f10b-677a-4f3d-bba6-f3b69d8ee4e7,249
1655564506268,c20342f4-9ddc-4c22-b9db-d8221290b3e8,225
1655564499868,c20342f4-9ddc-4c22-b9db-d8221290b3e8,261
1655564439068,c20342f4-9ddc-4c22-b9db-d8221290b3e8,288
1655564426268,c20342f4-9ddc-4c22-b9db-d8221290b3e8,241
1655563988278,9f6e9f82-583a-4d44-8e8f-0387740665aa,259
1655563969378,9f6e9f82-583a-4d44-8e8f-0387740665aa,211
1655563939978,9f6e9f82-583a-4d44-8e8f-0387740665aa,284
1655563935778,9f6e9f82-583a-4d44-8e8f-0387740665aa,249
1655564478509,5bf8b06d-12fc-477c-9469-7e9c511da49d,266
1655564420918,5bf8b06d-12fc-477c-9469-7e9c511da49d,283
1655564468132,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,255
1655564461066,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,278
1655564446934,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,231
1655564436335,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,241
1655564425736,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,277
1655564401005,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,249
1655564379807,0bfa6f7c-3a73-4f2f-8a36-e591140b0a29,204
1655564440059,14533ca3-9886-4fec-9fdd-2908d2e6e2cf,203
1655564418063,14533ca3-9886-4fec-9fdd-2908d2e6e2cf,233
1655564374071,14533ca3-9886-4fec-9fdd-2908d2e6e2cf,239
1655563983305,12ce2113-ab71-4761-89dc-ccef475d6da3,239
1655563972007,12ce2113-ab71-4761-89dc-ccef475d6da3,220
1655563956943,12ce2113-ab71-4761-89dc-ccef475d6da3,275
1655563945645,12ce2113-ab71-4761-89dc-ccef475d6da3,211
1655563926815,12ce2113-ab71-4761-89dc-ccef475d6da3,222
1655563915517,12ce2113-ab71-4761-89dc-ccef475d6da3,274
1655563900453,12ce2113-ab71-4761-89dc-ccef475d6da3,257
1655563889155,12ce2113-ab71-4761-89dc-ccef475d6da3,230
1655564171214,2644e579-b25c-4f96-8b0f-b73a2beb218f,212
1655564469559,6c8daee7-1089-4531-98ee-c04a6f7a77d1,282
1655564425159,6c8daee7-1089-4531-98ee-c04a6f7a77d1,262
1655564406659,6c8daee7-1089-4531-98ee-c04a6f7a77d1,252
1655564503528,3b16cd2f-9ec7-4a04-bbec-715c099c2298,233
1655564481328,3b16cd2f-9ec7-4a04-bbec-715c099c2298,263
1655564444328,3b16cd2f-9ec7-4a04-bbec-715c099c2298,289
1655564440628,3b16cd2f-9ec7-4a04-bbec-715c099c2298,213
1655564433228,3b16cd2f-9ec7-4a04-bbec-715c099c2298,231
1655564422128,3b16cd2f-9ec7-4a04-bbec-715c099c2298,214
1655564468893,7c858602-1e85-4f20-a953-308099c550ca,287
1655564452393,7c858602-1e85-4f20-a953-308099c550ca,225
1655564429293,7c858602-1e85-4f20-a953-308099c550ca,268
1655564376493,7c858602-1e85-4f20-a953-308099c550ca,287
1655564132889,12e3b5ab-9362-4f79-a770-7a4b57636cc6,283
1655564122590,12e3b5ab-9362-4f79-a770-7a4b57636cc6,247
1655564074528,12e3b5ab-9362-4f79-a770-7a4b57636cc6,283
1655564475178,0eaa2e1b-1f09-4035-b1a1-1e00882f1c1e,264
1655564421978,0eaa2e1b-1f09-4035-b1a1-1e00882f1c1e,264
1655564416378,0eaa2e1b-1f09-4035-b1a1-1e00882f1c1e,262
1655564487435,b54391f7-fa80-4020-9474-16fc31510205,232
1655564436781,b54391f7-fa80-4020-9474-16fc31510205,204
1655564434115,b54391f7-fa80-4020-9474-16fc31510205,249
1655564033701,7338120b-8667-42d7-97dc-ec569b361d83,242
1655564027369,7338120b-8667-42d7-97dc-ec569b361d83,280
1655564024203,7338120b-8667-42d7-97dc-ec569b361d83,272
1655564002041,7338120b-8667-42d7-97dc-ec569b361d83,261
1655563989377,7338120b-8667-42d7-97dc-ec569b361d83,240
1655563973547,7338120b-8667-42d7-97dc-ec569b361d83,207
1655564490793,812f821a-0154-4eee-b197-7b0683c2a6c7,286
1655564458996,812f821a-0154-4eee-b197-7b0683c2a6c7,219
1655564455463,812f821a-0154-4eee-b197-7b0683c2a6c7,238
1655564036017,dfc27f80-9241-41bf-bd9f-a4fcbcc4f49f,253
1655563993621,dfc27f80-9241-41bf-bd9f-a4fcbcc4f49f,267
1655563958291,dfc27f80-9241-41bf-bd9f-a4fcbcc4f49f,286
1655563954758,dfc27f80-9241-41bf-bd9f-a4fcbcc4f49f,206
1655564195304,574cf1f3-244b-4797-99ff-063cf1d2ed59,272
1655564173104,574cf1f3-244b-4797-99ff-063cf1d2ed59,275
1655564165704,574cf1f3-244b-4797-99ff-063cf1d2ed59,204
1655564154604,574cf1f3-244b-4797-99ff-063cf1d2ed59,221
1655564136104,574cf1f3-244b-4797-99ff-063cf1d2ed59,263
1655564125004,574cf1f3-244b-4797-99ff-063cf1d2ed59,275
1655564113904,574cf1f3-244b-4797-99ff-063cf1d2ed59,274
1655564095404,574cf1f3-244b-4797-99ff-063cf1d2ed59,294
1655564485244,de5eb3c3-0c41-41f4-b2d3-1ced6c233327,282
1655564436749,de5eb3c3-0c41-41f4-b2d3-1ced6c233327,266
1655564476014,abd21781-67d3-498a-87df-6f6065696b9f,243
1655564426414,abd21781-67d3-498a-87df-6f6065696b9f,276
1655564423314,abd21781-67d3-498a-87df-6f6065696b9f,229
1655564414014,abd21781-67d3-498a-87df-6f6065696b9f,260
1655564407814,abd21781-67d3-498a-87df-6f6065696b9f,214
1655564395414,abd21781-67d3-498a-87df-6f6065696b9f,237
1655564392314,abd21781-67d3-498a-87df-6f6065696b9f,251
1655564505244,3e3a5a4a-3cb2-4b41-a8f9-bf6d5e4d1e67,218
1655564491744,3e3a5a4a-3cb2-4b41-a8f9-bf6d5e4d1e67,259
1655564486344,3e3a5a4a-3cb2-4b41-a8f9-bf6d5e4d1e67,205
1655564472844,3e3a5a4a-3cb2-4b41-a8f9-bf6d5e4d1e67,293
1655564462044,3e3a5a4a-3cb2-4b41-a8f9-bf6d5e4d1e67,254
1655564437744,3e3a5a4a-3cb2-4b41-a8f9-bf6d5e4d1e67,206
1655564457801,5313098c-8f26-4aca-890b-b10fd6cbdefb,248
1655564451135,5313098c-8f26-4aca-890b-b10fd6cbdefb,274
1655564441136,5313098c-8f26-4aca-890b-b10fd6cbdefb,223
1655564417805,5313098c-8f26-4aca-890b-b10fd6cbdefb,254
1655564401140,5313098c-8f26-4aca-890b-b10fd6cbdefb,272
1655564391141,5313098c-8f26-4aca-890b-b10fd6cbdefb,278
1655564184513,0f632254-6bf2-4d9b-8174-35b35344a290,232
1655564164119,0f632254-6bf2-4d9b-8174-35b35344a290,258
1655564152789,0f632254-6bf2-4d9b-8174-35b35344a290,246
1655564143725,0f632254-6bf2-4d9b-8174-35b35344a290,240
1655564132395,0f632254-6bf2-4d9b-8174-35b35344a290,281
1655564118799,0f632254-6bf2-4d9b-8174-35b35344a290,229
1655564140461,a1694c1f-48c0-4626-a9e0-84b0643a8e21,268
1655564505931,e6e3c653-e94c-4c36-afb2-847da01dc028,242
1655564498999,e6e3c653-e94c-4c36-afb2-847da01dc028,299
1655564471271,e6e3c653-e94c-4c36-afb2-847da01dc028,253
1655564464339,e6e3c653-e94c-4c36-afb2-847da01dc028,300
1655564433145,e6e3c653-e94c-4c36-afb2-847da01dc028,247
1655564408883,e6e3c653-e94c-4c36-afb2-847da01dc028,260
1655564496123,8a937fe7-5c14-4476-9f59-05a9c895ed78,258
1655564446294,8a937fe7-5c14-4476-9f59-05a9c895ed78,299
1655564419463,8a937fe7-5c14-4476-9f59-05a9c895ed78,206
1655564493083,57e318cb-c4b0-4bc1-b45a-025ed4516409,260
1655564490550,57e318cb-c4b0-4bc1-b45a-025ed4516409,209
1655564488017,57e318cb-c4b0-4bc1-b45a-025ed4516409,206
1655564475352,57e318cb-c4b0-4bc1-b45a-025ed4516409,252
1655564467753,57e318cb-c4b0-4bc1-b45a-025ed4516409,276
1655564427225,57e318cb-c4b0-4bc1-b45a-025ed4516409,291
1655564476550,6a2d5257-4e6a-4d0c-af6b-5cd84d906fab,221
1655564442824,6a2d5257-4e6a-4d0c-af6b-5cd84d906fab,277
1655564430560,6a2d5257-4e6a-4d0c-af6b-5cd84d906fab,228
1655564225901,0a243a7a-8d3b-4410-b08d-09d4c7dbd2a9,286
1655564204505,0a243a7a-8d3b-4410-b08d-09d4c7dbd2a9,253
1655564197373,0a243a7a-8d3b-4410-b08d-09d4c7dbd2a9,222
1655564122487,0a243a7a-8d3b-4410-b08d-09d4c7dbd2a9,204
1655564186965,791dc662-448e-4383-bdd8-0456090a9240,240
1655564153365,791dc662-448e-4383-bdd8-0456090a9240,245
1655564151265,791dc662-448e-4383-bdd8-0456090a9240,283
1655564468283,f2fba8ce-e089-43b5-9744-2db5609be50e,217
1655564418283,f2fba8ce-e089-43b5-9744-2db5609be50e,270
1655564018922,33eeab80-bb39-4276-b13b-21d0e58cc01a,275
1655564012990,33eeab80-bb39-4276-b13b-21d0e58cc01a,263
1655564010024,33eeab80-bb39-4276-b13b-21d0e58cc01a,289
1655563977398,33eeab80-bb39-4276-b13b-21d0e58cc01a,284
1655563956636,33eeab80-bb39-4276-b13b-21d0e58cc01a,252
1655563938840,33eeab80-bb39-4276-b13b-21d0e58cc01a,230
1655564506093,0a44aaf3-6d67-4277-8998-f26c5ea36096,260
1655564500227,0a44aaf3-6d67-4277-8998-f26c5ea36096,265
1655564491428,0a44aaf3-6d67-4277-8998-f26c5ea36096,232
1655564482629,0a44aaf3-6d67-4277-8998-f26c5ea36096,207
1655564465031,0a44aaf3-6d67-4277-8998-f26c5ea36096,278
1655564462098,0a44aaf3-6d67-4277-8998-f26c5ea36096,264
1655564453299,0a44aaf3-6d67-4277-8998-f26c5ea36096,280
1655564438634,0a44aaf3-6d67-4277-8998-f26c5ea36096,240
1655564432768,0a44aaf3-6d67-4277-8998-f26c5ea36096,231
1655564487538,af45b698-b729-44a4-830d-f0c8fb8fa126,253
1655564443214,af45b698-b729-44a4-830d-f0c8fb8fa126,221
1655564421052,af45b698-b729-44a4-830d-f0c8fb8fa126,289
1655564487935,36a7db58-30b9-4631-9941-ac6d16598431,258
1655564452009,36a7db58-30b9-4631-9941-ac6d16598431,215
1655564432413,36a7db58-30b9-4631-9941-ac6d16598431,223
1655564089404,fa6679ba-21aa-4694-8274-7423f8fa42c5,252
1655564079606,fa6679ba-21aa-4694-8274-7423f8fa42c5,298
1655564083144,84869762-7814-48de-9ffc-ed245ce8526e,224
1655564504488,508357d6-d260-4d5b-a7b2-9dac7a9c631e,244
1655564480288,508357d6-d260-4d5b-a7b2-9dac7a9c631e,206
1655564016333,b2647b7f-7e2f-4bc7-b58c-71901dd26946,248
1655564007135,b2647b7f-7e2f-4bc7-b58c-71901dd26946,263
1655563997937,b2647b7f-7e2f-4bc7-b58c-71901dd26946,298
1655563988739,b2647b7f-7e2f-4bc7-b58c-71901dd26946,207
1655563945815,b2647b7f-7e2f-4bc7-b58c-71901dd26946,282
1655563939683,b2647b7f-7e2f-4bc7-b58c-71901dd26946,210
1655563933551,b2647b7f-7e2f-4bc7-b58c-71901dd26946,259
1655564438444,7fa2f2b8-0aae-42b5-b285-12d606b03a14,227
1655564433312,7fa2f2b8-0aae-42b5-b285-12d606b03a14,219
1655564415350,7fa2f2b8-0aae-42b5-b285-12d606b03a14,243
1655564405086,7fa2f2b8-0aae-42b5-b285-12d606b03a14,260
1655564399355,2f511a03-5105-4fa1-a8db-88fd1a7904b4,253
1655564171714,d3890fda-3f53-4ac1-9a2e-7721b4328471,228
1655564141651,d3890fda-3f53-4ac1-9a2e-7721b4328471,267
1655564447778,a3761b87-c9cb-46d8-b319-bc9d72e7ef49,285
1655564419581,a3761b87-c9cb-46d8-b319-bc9d72e7ef49,222
1655564366320,a3761b87-c9cb-46d8-b319-bc9d72e7ef49,238
1655564453292,a9e402fe-923a-4e1a-91be-8a3205ff98f7,260
1655564436030,a9e402fe-923a-4e1a-91be-8a3205ff98f7,284
1655564428632,a9e402fe-923a-4e1a-91be-8a3205ff98f7,300
1655564486070,cba91a07-0991-4488-a544-5fc35b9ead29,224
1655564482637,cba91a07-0991-4488-a544-5fc35b9ead29,269
1655564451740,cba91a07-0991-4488-a544-5fc35b9ead29,234
1655564448307,cba91a07-0991-4488-a544-5fc35b9ead29,257
1655564420843,cba91a07-0991-4488-a544-5fc35b9ead29,294
1655564407111,cba91a07-0991-4488-a544-5fc35b9ead29,212
1655564135901,befd1528-1209-466f-a58d-881bb4a53d28,247
1655564113503,befd1528-1209-466f-a58d-881bb4a53d28,296
1655564181283,14998770-1806-4d96-84fa-6bd8c454829f,269
1655564112442,85ffd26c-bdb4-4fbb-9b15-88851821ab42,255
1655564096644,85ffd26c-bdb4-4fbb-9b15-88851821ab42,297
1655564091378,85ffd26c-bdb4-4fbb-9b15-88851821ab42,294
1655564488398,5349e592-84bc-46b0-bc39-4765a69fee45,269
1655564468400,5349e592-84bc-46b0-bc39-4765a69fee45,243
1655564461734,5349e592-84bc-46b0-bc39-4765a69fee45,292
1655564425071,5349e592-84bc-46b0-bc39-4765a69fee45,212
1655564408406,5349e592-84bc-46b0-bc39-4765a69fee45,272
1655564451083,a59f2b61-26d3-438f-90b8-11fb2273ef33,226
1655564448583,a59f2b61-26d3-438f-90b8-11fb2273ef33,300
1655564428583,a59f2b61-26d3-438f-90b8-11fb2273ef33,287
1655564426083,a59f2b61-26d3-438f-90b8-11fb2273ef33,224
1655564500085,e71cd576-4612-49c4-91a6-17f9d5bd1a18,233
1655564492953,e71cd576-4612-49c4-91a6-17f9d5bd1a18,248
1655564485821,e71cd576-4612-49c4-91a6-17f9d5bd1a18,270
1655564443029,e71cd576-4612-49c4-91a6-17f9d5bd1a18,241
1655564407369,e71cd576-4612-49c4-91a6-17f9d5bd1a18,220
1655564478028,1f77f4f4-fe5b-4195-9db4-743f529cf436,279
1655564460700,1f77f4f4-fe5b-4195-9db4-743f529cf436,229
1655564458534,1f77f4f4-fe5b-4195-9db4-743f529cf436,254
1655564449870,1f77f4f4-fe5b-4195-9db4-743f529cf436,260
1655564434708,1f77f4f4-fe5b-4195-9db4-743f529cf436,224
1655564423878,1f77f4f4-fe5b-4195-9db4-743f529cf436,250
1655564507140,10bee8f7-e8cf-46a4-b300-79ee0cfe95fd,225
1655564491152,ac0ecbff-3e14-4349-be28-2f1dd4bf10c0,293
